Player_Name,Age,Height,Weight,Forward,Goalkeeper,Midfielder,Attaking_Midfielder,Center,Defender,Appearances,Substitute(Appearances),Playtime(Minutes),Goals,Assists,Yellow_Cards,Red_Cards,Set_piece_Goal,Passing_Percentage,AerialsWon,Man_Of_The_Matches,Rating
Jordan Henderson,33,0.527777778,0.534883721,0,0,1,0,1,1,23,12,2075,0,2,2,0,0.7,84.9,0.3,0,6.57
Stefan Bajcetic,18,0.611111111,0.511627907,0,0,1,0,1,0,6,5,527,1,0,2,0,0.5,78.7,0.8,0,6.54
Harvey Elliott,20,0.194444444,0.209302326,0,0,0,1,0,0,18,14,1615,1,2,2,0,1.1,82.9,0.1,0,6.53
Joel Matip,31,0.888888889,0.813953488,0,0,0,0,1,1,12,2,1093,1,0,3,0,0.4,86.7,1.8,1,6.5
Konstantinos Tsimikas,27,0.444444444,0.511627907,0,0,0,0,0,1,9,11,769,0,4,3,0,0.4,85.4,0.4,0,6.48
Nathaniel Phillips,26,0.75,0.674418605,0,0,0,0,1,1,1,1,66,0,0,0,0,0.5,86.6,2,0,6.4
Fabio Carvalho,20,0.194444444,0.162790698,0,0,0,1,0,0,4,9,343,2,0,0,0,0.8,82.7,0.3,0,6.37
James Milner,37,0.333333333,0.348837209,0,0,1,0,0,1,7,24,893,0,1,2,0,0.2,81.4,0.4,0,6.34
Alex Oxlade Chamberlain,29,0.472222222,0.348837209,0,0,1,0,0,0,4,5,335,1,0,0,0,0.8,73,0.1,0,6.3
Naby Keita,28,0.25,0.209302326,0,0,1,0,1,0,3,5,294,0,0,1,0,1.3,78,0.4,0,6.14
Ben Doak,17,0.472222222,0.465116279,1,0,0,0,0,0,0,2,24,0,0,0,0,0,71.4,0,0,6.1
Bobby Clark,18,0.416666667,0.465116279,0,0,1,0,0,0,0,1,7,0,0,0,0,0,100,0,0,6.04
Kieran Trippier,32,0.416666667,0.372093023,0,0,1,0,0,1,38,0,3348,1,7,5,0,0.4,76,1.3,8,7.41
Joelinton ,26,0.638888889,0.604651163,1,0,0,1,0,0,30,2,2664,6,1,12,0,1.6,82.3,2.1,3,7.24
Bruno Guimaraes,25,0.527777778,0.441860465,0,0,0,0,1,1,32,0,2735,4,5,7,0,0.9,84.6,0.6,1,7.21
Alexander Isak,23,0.805555556,0.511627907,1,0,0,1,0,0,17,5,1527,10,1,3,0,2.3,77.8,1,1,7.06
Fabian Schar,31,0.638888889,0.674418605,0,0,0,0,1,1,36,0,3209,1,3,7,0,1.6,77.7,3.1,2,7.05
Martin Dubravka,34,0.75,0.651162791,0,1,0,0,0,0,1,1,156,0,0,0,0,0,87.5,0,0,6.98
Callum Wilson,31,0.472222222,0.255813953,1,0,0,0,0,0,21,10,1887,18,5,4,0,2.4,67.7,0.7,4,6.92
Miguel Almiron,29,0.305555556,0.348837209,1,0,0,1,0,0,29,5,2508,11,2,2,0,2,84.5,0.2,2,6.91
Joe Willock,23,0.444444444,0.372093023,0,0,1,0,1,0,31,4,2578,3,6,1,0,1.7,85.1,0.5,2,6.88
Allan Saint-Maximin,26,0.277777778,0.279069767,1,0,0,1,0,0,12,13,1119,1,5,1,0,1.1,75.1,0.1,2,6.8
Dan Burn,31,0.972222222,0.744186047,0,0,1,0,0,1,35,3,3117,1,0,6,0,0.6,78.6,2.2,1,6.77
Sven Botman,23,0.833333333,0.604651163,0,0,0,0,1,1,35,1,3129,0,0,2,0,0.6,86.8,2.1,0,6.74
Nick Pope,31,0.777777778,0.488372093,0,1,0,0,0,0,37,0,3262,0,0,3,1,0,58.8,0.1,2,6.7
Sean Longstaff,25,0.472222222,0.23255814,0,0,0,0,1,1,28,5,2517,1,4,2,0,1,82.8,0.7,0,6.64
Jacob Murphy,28,0.444444444,0.441860465,0,0,1,0,0,1,14,22,1246,4,2,0,0,0.8,71.8,0.1,0,6.43
Matt Targett,27,0.555555556,0.348837209,0,0,1,0,0,1,6,11,603,0,0,1,0,0.1,81.7,0.6,0,6.39
Lewis Miley,17,0.472222222,0.465116279,0,0,1,0,0,0,0,1,16,0,0,0,0,1,83.3,0,0,6.33
Elliot Anderson,20,0.444444444,0.465116279,0,0,0,1,0,0,3,19,396,0,1,0,0,0.5,77.8,0.5,0,6.3
Chris Wood,31,0.777777778,0.604651163,1,0,0,0,0,0,4,14,440,2,0,0,0,0.5,62.3,1.3,0,6.29
Anthony Gordon,22,0.555555556,0.395348837,0,0,0,1,0,0,4,12,482,1,0,1,0,0.5,85.9,0,0,6.25
Ryan Fraser,29,0,0.348837209,1,0,1,0,0,0,3,5,311,0,0,1,0,0.8,76.9,0.1,0,6.24
Javier Manquillo,29,0.416666667,0.488372093,0,0,1,0,0,1,0,4,34,0,0,0,0,0,84,0,0,6.19
Matt Ritchie,33,0.25,0.488372093,0,0,1,0,0,1,0,7,35,0,0,0,0,0,79.3,0.1,0,6.12
Jamaal Lascelles,29,0.694444444,0.790697674,0,0,0,0,1,1,4,5,217,0,0,4,0,0.2,84.9,0.7,0,6.04
Jonjo Shelvey,31,0.583333333,0.581395349,0,0,1,0,1,0,0,3,34,0,0,0,0,0,73.1,0,0,6.03
Emil Krafth,28,0.583333333,0.651162791,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,6
Jamal Lewis,25,0.416666667,0.348837209,0,0,1,0,0,1,0,2,9,0,0,0,0,0,85.7,0,0,5.95
Bruno Fernandes,28,0.444444444,0.325581395,0,0,1,0,0,0,37,0,3320,8,8,6,0,2.5,77.7,0.5,6,7.44
Casemiro ,31,0.611111111,0.674418605,0,0,0,0,1,1,24,4,2126,4,3,7,2,1.2,78.5,2,5,7.17
Marcus Rashford,25,0.472222222,0.348837209,1,0,0,1,0,0,32,3,2890,17,5,2,0,3.1,78.7,0.6,6,7.08
Diogo Dalot,24,0.555555556,0.488372093,0,0,1,0,0,1,24,2,2155,1,2,6,0,0.8,80.5,1.5,2,6.96
Aaron Wan-Bissaka,25,0.555555556,0.395348837,0,0,1,0,0,1,16,3,1436,0,0,2,0,0.5,83.5,0.7,0,6.93
Luke Shaw,27,0.611111111,0.465116279,0,0,1,0,0,1,30,1,2558,1,2,8,0,0.5,86,1.5,1,6.9
Lisandro Martinez,25,0.333333333,0.511627907,0,0,0,0,0,1,24,3,2117,1,0,6,0,0.4,87.3,1.2,0,6.84
Jadon Sancho,23,0.472222222,0.488372093,0,0,0,1,0,0,21,5,1699,6,3,0,0,0.8,85,0.1,0,6.82
Antony ,23,0.305555556,0.186046512,0,0,0,1,0,0,23,2,1819,4,2,5,0,2.9,82.2,0.2,1,6.82
Victor Lindelof,28,0.666666667,0.581395349,0,0,0,0,0,1,14,6,1361,0,0,1,0,0.2,93.2,1.7,0,6.7
Christian Eriksen,31,0.527777778,0.488372093,1,0,1,0,0,0,25,3,2062,1,8,3,0,1.4,84.6,0.3,1,6.7
David de Gea ,32,0.805555556,0.488372093,0,1,0,0,0,0,38,0,3420,0,0,0,0,0,68.3,0.1,1,6.67
Raphael Varane,30,0.777777778,0.604651163,0,0,0,0,1,1,22,2,1917,0,0,1,0,0.3,86.5,1.8,0,6.64
Marcel Sabitzer,29,0.416666667,0.488372093,1,0,1,0,0,0,7,4,628,0,1,1,0,1,79.1,1.2,0,6.64
Tyrell Malacia,23,0.194444444,0.279069767,0,0,0,0,0,1,14,8,1395,0,0,6,0,0.2,87.4,0.4,0,6.64
Anthony Martial,27,0.5,0.488372093,1,0,0,1,0,0,11,10,980,6,2,0,0,1.3,81.6,0.5,0,6.59
Harry Maguire,30,0.861111111,0.813953488,0,0,0,0,1,1,8,8,762,0,0,4,0,0.2,85.4,1.6,0,6.59
Scott McTominay,26,0.833333333,0.76744186,0,0,0,0,1,1,10,14,1151,1,0,8,0,0.5,82.9,1.4,1,6.55
Fred ,30,0.166666667,0.209302326,0,0,1,0,1,0,12,23,1235,2,2,6,0,0.7,80.7,0.3,0,6.48
Cristiano Ronaldo,38,0.666666667,0.651162791,1,0,1,0,0,0,4,6,520,1,0,2,0,2.5,76.6,1.5,1,6.39
Wout Weghorst,30,0.944444444,0.674418605,1,0,0,0,0,0,10,7,797,0,1,1,0,0.8,72.9,0.9,0,6.38
Alejandro Garnacho,18,0.472222222,0.581395349,0,0,0,1,0,0,5,14,563,3,2,3,0,1.3,81.1,0.2,0,6.35
Anthony Elanga,21,0.416666667,0.348837209,0,0,0,1,0,0,5,11,424,0,1,0,0,0.6,76,0.5,0,6.26
Donny van de Beek,26,0.583333333,0.488372093,0,0,1,0,1,0,2,5,166,0,0,0,0,0.3,78,0.4,0,6.18
Facundo Pellistri,21,0.333333333,0.325581395,0,0,0,1,0,0,0,4,60,0,0,0,0,0,93.3,0,0,6.18
Kobbie Mainoo,18,0.333333333,0.465116279,0,0,1,0,0,0,0,1,10,0,0,0,0,0,87.5,0,0,6.11
Gabriel Jesus,26,0.333333333,0.418604651,1,0,0,1,0,0,24,2,2075,11,6,6,0,3,81.5,1.7,4,7.42
Bukayo Saka,21,0.416666667,0.395348837,0,0,1,0,0,1,37,1,3195,14,11,6,0,2.3,80.9,0.4,4,7.4
Martin Odegaard,24,0.416666667,0.302325581,0,0,0,1,0,0,37,0,3149,15,7,4,0,2.5,84,0.4,7,7.29
Gabriel Martinelli,22,0.416666667,0.465116279,1,0,0,1,0,0,34,2,2806,15,5,3,0,2.2,82.4,0.4,4,7.25
Thomas Partey,30,0.611111111,0.511627907,0,0,1,0,0,1,28,5,2487,3,0,5,0,0.8,88,1.1,1,7.06
Granit Xhaka,30,0.638888889,0.581395349,0,0,1,0,0,1,36,1,3004,7,7,5,0,1.1,86.5,1,1,6.98
Gabriel Magalhaes,25,0.75,0.534883721,0,0,0,0,1,1,38,0,3411,3,0,5,0,0.8,89.7,2.6,2,6.86
Oleksandr Zinchenko,26,0.333333333,0.209302326,0,0,1,0,0,1,26,1,2135,1,2,3,0,1,87.8,1.9,1,6.86
Leandro Trossard,28,0.25,0.139534884,1,0,1,0,0,0,10,10,930,1,10,0,0,0.9,84.3,0.1,2,6.84
Ben White,25,0.638888889,0.488372093,0,0,0,0,0,1,36,2,3068,2,5,5,0,0.3,86.6,0.9,0,6.78
William Saliba,22,0.805555556,0.860465116,0,0,0,0,1,1,27,0,2416,2,1,4,0,0.2,91,2,1,6.77
Reiss Nelson,23,0.333333333,0.372093023,0,0,1,0,0,0,0,11,204,3,2,0,0,1.1,90.7,0.2,1,6.68
Aaron Ramsdale,25,0.694444444,0.76744186,0,1,0,0,0,0,38,0,3420,0,0,1,0,0,63.4,0.2,1,6.63
Jorginho ,31,0.472222222,0.23255814,0,0,0,0,1,1,9,5,855,0,1,0,0,0.4,87.6,0.7,0,6.6
Jakub Kiwior,23,0.722222222,0.465116279,0,0,0,0,1,1,5,2,427,1,0,0,0,0.1,86.2,1.1,0,6.6
Eddie Nketiah,24,0.333333333,0.395348837,1,0,0,0,0,0,9,21,1073,4,1,3,0,1.4,81.6,0.3,1,6.44
Takehiro Tomiyasu,24,0.666666667,0.348837209,0,0,0,0,0,1,6,15,656,0,1,2,0,0.1,82.5,0.8,0,6.34
Fabio Vieira,23,0.194444444,0.069767442,1,0,0,1,0,0,3,19,502,1,2,0,0,0.7,84.6,0.1,0,6.31
Rob Holding,27,0.722222222,0.604651163,0,0,0,0,0,1,6,8,562,1,0,0,0,0.4,86.8,1.6,0,6.31
Albert Sambi Lokonga,23,0.277777778,0.279069767,0,0,0,0,1,1,2,4,196,0,0,0,0,0,94.3,0.5,0,6.28
Kieran Tierney,26,0.416666667,0.348837209,0,0,1,0,0,1,6,21,779,0,1,0,0,0.3,78.1,0.2,0,6.25
Emile Smith Rowe,22,0.527777778,0.558139535,0,0,0,1,0,0,0,12,164,0,2,0,0,0.3,91.3,0,0,6.18
Mohamed Elneny,30,0.444444444,0.395348837,0,0,0,0,1,1,1,4,111,0,0,0,0,0,95,0,0,6.07
Cedric Soares,31,0.25,0.279069767,0,0,1,0,0,1,0,2,28,0,0,0,0,0,90,0,0,6.07
Ethan Nwaneri,16,0.055555556,0.465116279,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6
Marquinhos ,20,0.333333333,0.697674419,0,0,0,1,0,0,0,1,1,0,0,0,0,0,66.7,0,0,6
Kevin De Bruyne ,31,0.5,0.302325581,1,0,1,0,0,0,28,4,2425,7,16,1,0,2,80.8,0.4,9,7.58
Stefan Ortega,30,0.611111111,0.76744186,0,1,0,0,0,0,3,0,270,0,0,0,0,0,85.4,0.3,1,7.56
Erling Haaland,22,0.861111111,0.76744186,1,0,0,0,0,0,33,2,2779,36,8,5,0,3.5,74.8,1.4,6,7.54
Jack Grealish,27,0.333333333,0.488372093,1,0,0,1,0,0,23,5,2064,5,7,4,0,1.5,87.6,0.5,3,7.33
Rodri ,27,0.75,0.627906977,0,0,0,0,1,1,34,2,2921,2,6,5,0,1.4,91.3,2,3,7.26
Phil Foden,23,0.222222222,0.348837209,1,0,0,1,0,0,22,10,1844,11,5,1,0,1.4,86.1,0.6,3,7.13
Ilkay Gundogan,32,0.472222222,0.581395349,0,0,1,0,1,0,27,4,2359,8,4,0,0,1.7,88.2,0.6,2,7.11
Joao Cancelo,29,0.527777778,0.441860465,0,0,1,0,0,1,16,1,1279,2,1,3,1,1,86.8,1.6,1,7.04
Riyad Mahrez,32,0.444444444,0.279069767,1,0,0,1,0,0,22,8,1924,5,10,2,0,1.4,86.8,0.3,2,7.01
Bernardo Silva,28,0.277777778,0.209302326,1,0,1,0,0,0,24,10,2203,4,5,5,0,0.7,89.1,0.1,0,6.8
John Stones,29,0.694444444,0.581395349,0,0,0,0,0,1,21,2,1849,2,2,2,0,0.5,93.2,1.4,0,6.8
Ruben Dias,26,0.638888889,0.488372093,0,0,0,0,1,1,22,4,1999,0,0,3,0,0.4,92.7,1.7,0,6.79
Nathan Ake,28,0.472222222,0.465116279,0,0,0,0,0,1,22,4,1876,1,0,2,0,0.3,91.1,1.4,0,6.75
Shea Charles,19,0.472222222,0.465116279,0,0,1,0,1,0,0,1,27,0,0,0,0,0,91.7,2,0,6.71
Julian Alvarez,23,0.194444444,0.372093023,1,0,0,1,0,0,13,18,1454,9,0,0,0,1.5,82.7,0.3,2,6.7
Aymeric Laporte,29,0.722222222,0.720930233,0,0,0,0,0,1,11,1,994,0,0,0,0,0.8,93.1,2,0,6.69
Manuel Akanji,27,0.638888889,0.837209302,0,0,0,0,0,1,24,5,2287,0,1,2,0,0.5,93.3,0.8,0,6.62
Rico Lewis,18,0.166666667,0.465116279,0,0,0,0,0,1,10,4,905,0,0,1,0,0.4,92.2,0,0,6.56
Kyle Walker,33,0.416666667,0.581395349,0,0,1,0,0,1,22,5,1957,0,0,3,0,0.2,89.5,0.9,0,6.54
Ederson ,29,0.694444444,0.720930233,0,1,0,0,0,0,35,0,3150,0,1,3,0,0,84.4,0.3,0,6.44
Cole Palmer,21,0.527777778,0.441860465,0,0,0,1,1,0,2,12,359,0,1,1,0,0.8,88.6,0.1,0,6.33
Kalvin Phillips,27,0.416666667,0.395348837,0,0,0,0,1,1,2,10,291,0,0,1,0,0.5,92.6,0.4,0,6.27
Sergio Gomez,22,0.222222222,0.302325581,0,0,0,0,0,1,2,10,341,0,1,0,0,0.6,89.2,0.3,0,6.24
Maximo Perrone,20,0.388888889,0.302325581,0,0,0,0,1,1,0,1,18,0,0,0,0,0,90,0,0,5.95
Antoine Griezmann,32,0.017524644,0.302325581,1,0,0,1,1,0,31,7,2863,15,16,2,0,2.9,82.4,0.7,13,7.69
JosE!(c) GimE!(c)nez,28,0.021905805,0.511627907,0,0,0,0,1,1,26,2,2421,2,1,9,0,0.8,88.8,1.8,2,6.96
Reinildo ,29,0.017524644,0.395348837,0,0,1,0,1,1,22,2,1860,0,0,4,0,0.3,87.1,1.4,1,6.91
Yannick Carrasco,29,0.017524644,0.418604651,1,0,1,0,1,1,26,9,2330,7,3,2,0,1.9,84.8,0.1,0,6.85
EOUAlvaro Morata,30,0.029572837,0.627906977,1,0,1,1,0,0,23,13,1906,13,2,4,0,2,64.5,1.6,2,6.85
Marcos Llorente,28,0.018619934,0.488372093,1,0,1,0,1,1,21,1,1712,1,2,5,0,1.1,85.9,0.5,1,6.81
Rodrigo De paul,29,0.78094195,0.395348837,1,0,1,1,1,0,24,6,1935,2,7,5,0,0.7,84.2,0.2,2,6.81
Nahuel Molina,25,0.78094195,0.279069767,0,0,1,0,0,1,33,6,2872,4,2,7,1,0.6,79.4,0.7,0,6.79
Ivo Grbic,27,0.028477547,0.744186047,0,1,0,0,0,0,11,2,923,0,0,3,0,0,61.6,0.3,0,6.76
Mario Hermoso,27,0.019715225,0.488372093,0,0,0,0,1,1,24,2,2111,3,2,3,2,0.6,87.5,1.4,1,6.72
JoE!PSo FE!(c)lix,23,0.78094195,0.418604651,1,0,1,1,1,0,7,7,651,4,3,5,0,1.9,77.3,0.5,1,6.72
Koke ,31,0.021905805,0.302325581,0,0,1,0,1,0,30,3,2560,0,3,4,0,0.5,89.1,0.3,0,6.72
Stefan Savic,32,0.026286966,0.558139535,0,0,0,0,1,1,22,3,1946,0,0,5,2,0.1,88,2.5,0,6.72
Jan Oblak,30,0.032858708,0.581395349,0,1,0,0,0,0,28,3,2493,0,0,1,0,0,60.9,0.1,1,6.67
Thomas Lemar,27,0.006571742,0.186046512,0,0,1,1,1,0,17,10,1259,1,3,1,0,0.5,88.4,0.2,0,6.63
Memphis Depay,29,0.023001095,0.348837209,1,0,1,1,1,0,3,5,269,4,0,1,0,1.4,78.6,0.1,0,6.62
"SaE!l E,AoE!guez",28,0.020810515,0.488372093,0,0,1,0,1,1,11,20,1091,3,1,8,0,0.7,80.7,1.3,1,6.56
Geoffrey Kondogbia,30,0.890470975,0.581395349,0,0,1,0,1,1,11,10,1001,0,2,5,0,0.5,89.4,0.6,0,6.55
Axel Witsel,34,0.026286966,0.534883721,0,0,1,0,1,1,25,8,2255,0,0,2,1,0.3,92.7,1.2,0,6.55
EOUAngel Correa,28,0.012048193,0.186046512,1,0,1,1,1,0,13,22,1449,9,1,2,1,1.2,81.1,0.1,2,6.5
Felipe ,34,0.028477547,0.627906977,0,0,0,0,1,1,2,1,193,0,0,0,0,0.3,92.3,2,0,6.43
Matheus Cunha,24,0.020810515,0.488372093,1,0,1,1,1,0,2,9,372,0,2,2,0,1.1,78.5,0.3,0,6.42
Pablo Barrios,19,0.019715225,0.418604651,0,0,1,0,0,1,6,15,716,0,1,4,0,0.6,83.4,0.3,0,6.31
Sergio ReguilE!>=n,26,0.012048193,0.348837209,0,0,1,0,0,1,2,9,307,0,0,1,1,0.3,82.1,0.7,0,6.2
Carlos MartE!n,21,0.78094195,0.279069767,0,0,0,0,0,1,0,4,25,0,0,1,0,0.3,66.7,0,0,6.09
Matt Doherty,31,0.890470975,0.511627907,0,0,1,0,0,1,0,2,16,0,0,0,0,0,62.5,0,0,6.03
Antonio Gomis,20,0.78094195,0.302325581,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,5.98
Alexis SE!degnchez,34,0.005476451,0.139534884,1,0,1,0,1,0,32,3,2699,14,3,3,0,1.9,75.8,1,6,7.04
Valentin Rongier,28,0.010952903,0.209302326,0,0,1,0,1,1,34,2,3034,1,2,8,0,0.6,88.5,1.2,1,7
Jonathan Clauss,30,0.013143483,0.348837209,0,0,1,0,0,1,32,2,2604,2,9,1,0,1.4,75.8,0.3,2,6.95
Cengiz Einder,25,0.009857612,0.23255814,0,0,1,0,1,0,28,9,2497,5,4,3,0,1.9,77.1,0.3,4,6.87
Nuno Tavares,23,0.019715225,0.465116279,0,0,1,0,0,1,23,8,2349,6,0,6,1,2.1,79.1,0.7,1,6.86
Jordan Veretout,30,0.010952903,0.325581395,0,0,1,0,1,0,31,7,2864,4,3,4,0,0.8,87.9,0.5,1,6.85
Samuel Gigot,29,0.028477547,0.558139535,0,0,0,0,1,1,24,2,1889,2,2,3,2,0.5,87.3,2.2,2,6.83
Chancel Mbemba,28,0.026286966,0.441860465,0,0,1,0,1,1,32,4,2850,5,0,2,0,0.8,84.4,2,1,6.82
Pau LE!>=pez,28,0.021905805,0.604651163,0,1,0,0,0,0,32,1,2925,0,2,3,0,0,76,0.3,1,6.81
Luis SuE!degrez,25,0.018619934,0.511627907,1,0,1,1,0,0,2,5,291,3,1,1,0,2.3,67.9,0.9,0,6.81
Sead Kolasinac,29,0.030668127,0.465116279,0,0,1,0,1,1,26,7,2219,4,1,3,0,0.7,86.3,1.2,2,6.74
Leonardo Balerdi,24,0.030668127,0.558139535,0,0,0,0,1,1,30,5,2643,0,1,9,1,0.3,84.1,2,0,6.73
Dimitri Payet,36,0.021905805,0.279069767,1,0,1,0,1,0,9,15,828,4,3,0,0,1.2,80.3,0.2,2,6.67
Ruslan Malinovskyi,30,0.024096386,0.418604651,1,0,1,0,1,0,13,7,1232,1,1,4,0,1.8,79.8,0.8,0,6.65
MattE!(c)o Guendouzi,24,0.012048193,0.511627907,0,0,1,0,1,0,25,8,2113,2,4,3,0,0.8,87.9,0.7,0,6.63
Issa KaborE!(c),22,0.78094195,0.395348837,0,0,1,0,0,1,9,13,1022,1,0,1,0,0.4,81.6,0.1,0,6.57
Amine Harit,25,0.010952903,0.395348837,1,0,1,1,1,0,6,4,515,0,0,2,0,0.6,84.4,0.1,0,6.54
Pape Gueye,24,0.024096386,0.604651163,0,0,1,0,1,1,4,10,486,1,1,1,0,0.6,84.8,0.8,0,6.51
Arkadiusz Milik,29,0.890470975,0.534883721,1,0,1,1,1,0,2,10,131,0,0,1,0,0.5,75.7,1,0,6.49
Gerson ,26,0.016429354,0.581395349,0,0,1,0,1,0,6,4,420,2,0,1,0,0.9,82.4,0.8,0,6.48
RubE!(c)n Blanco,27,0.78094195,0.581395349,0,1,0,0,0,0,6,4,496,0,0,0,0,0,77.1,0.2,0,6.43
CE!(c)dric Bakambu,32,0.017524644,0.441860465,1,0,1,1,0,0,0,3,56,0,1,0,0,0,81.8,1.3,0,6.41
Bamba Dieng,23,0.016429354,0.348837209,1,0,1,1,0,0,1,9,188,1,0,1,0,1.1,61.9,0.9,1,6.37
Vitinha ,23,0.018619934,0.348837209,1,0,0,0,0,0,5,9,460,2,0,0,0,1.8,72.6,0.4,0,6.37
Eric Bailly,29,0.021905805,0.558139535,0,0,0,0,1,1,5,12,539,0,0,1,0,0.2,84.4,0.9,0,6.37
Azzedine Ounahi,23,0.005476451,0.441860465,0,0,1,1,1,0,1,6,117,1,0,0,0,0.4,92.6,0,0,6.32
Duje Caleta-Car,26,0.035049288,0.674418605,0,0,0,0,1,1,0,1,7,0,0,0,0,0,100,1,0,6.14
Isaak TourE!(c),20,0.0449069,1,0,0,0,0,1,1,0,5,66,0,0,1,0,0,84.2,0.2,0,6.02
Salim Ben,20,0,0.255813953,1,0,0,0,0,0,0,1,4,0,0,0,0,0,100,0,0,5.92
FranE!ssois Mughe,18,0.78094195,0.279069767,1,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,5.88
Florian Sotoca,32,0.021905805,0.558139535,1,0,1,0,1,0,34,4,3064,7,9,4,0,2.3,80.1,1.5,4,7.13
Seko Fofana,28,0.018619934,0.465116279,0,0,1,0,1,0,34,1,3079,7,5,2,0,2.4,89.3,0.6,4,7.1
Przemyslaw Frankowski,28,0.78094195,0.279069767,0,0,1,0,1,1,31,6,2838,5,3,4,0,0.8,82.1,0.3,3,7.03
LoE!Os Openda,23,0.019715225,0.325581395,1,0,0,0,0,0,29,9,2529,21,4,2,0,2.7,71.2,0.3,6,6.99
Jonathan Gradit,30,0.019715225,0.395348837,0,0,0,0,1,1,33,9,2830,1,3,7,0,0.2,90.2,1.5,0,6.95
Kevin Danso,24,0.035049288,0.627906977,0,0,0,0,1,1,37,9,3234,1,2,7,1,0.6,90.1,2.3,2,6.94
Adrien Thomasson,29,0.016429354,0.325581395,0,0,1,0,1,0,16,4,1288,5,5,1,0,1.1,80.3,0.6,0,6.92
Angelo Fulgini,26,0.015334064,0.465116279,1,0,1,1,1,0,12,5,866,1,1,0,0,0.7,83.1,0.2,2,6.81
Facundo Medina,24,0.023001095,0.325581395,0,0,0,0,1,1,32,5,2784,2,4,7,0,0.6,90.8,1.2,1,6.8
Salis Abdul Samed,23,0.013143483,0.372093023,0,0,1,0,1,1,33,5,2897,1,1,6,1,0.4,92.6,0.4,0,6.79
Brice Samba,29,0.024096386,0.534883721,0,1,0,0,0,0,37,5,3330,0,0,3,0,0,73,0.2,1,6.77
Jimmy Cabot,29,0.007667032,0.023255814,0,0,1,0,0,0,5,6,508,0,1,2,0,0.5,83.4,0.3,2,6.75
Deiver Machado,29,0.78094195,0.209302326,0,0,1,0,0,0,26,7,2206,4,3,5,1,0.5,85.7,0.5,2,6.72
Alexis Claude-Maurice,25,0.005476451,0.255813953,0,0,1,1,1,0,5,15,597,5,3,0,0,0.7,86.2,0.2,1,6.56
Jean-Louis Leca,37,0.019715225,0.395348837,0,1,0,0,0,0,1,15,90,0,0,0,0,0,79.4,1,0,6.54
David Pereira da costa,22,0.006571742,0.11627907,0,0,1,1,1,0,16,15,1410,1,3,2,0,0.8,86,0.1,0,6.53
Jean Onana,23,0.020810515,0.604651163,0,0,1,0,1,1,9,12,807,0,0,3,0,0.4,87,0.4,0,6.5
Massadio HaE!Odara,30,0.020810515,0.372093023,0,0,1,0,1,1,17,19,1657,0,1,5,0,0.4,87.1,1.1,0,6.47
Wesley SaE!Od,28,0.019715225,0.186046512,1,0,1,1,1,0,6,15,638,5,0,2,0,1.3,81.7,0.2,0,6.45
Julien Le Cardinal,25,0.017524644,0.441860465,0,0,0,0,0,1,2,6,162,0,0,0,0,0.6,78.3,1.1,0,6.3
Steven FortE!(r)s,31,0.030668127,0.674418605,0,0,0,0,1,1,0,1,6,0,0,0,0,0,33.3,1,0,6.28
IsmaE!'l Boura,22,0.012048193,0.23255814,0,0,1,0,0,0,0,9,85,0,0,0,0,0.2,80.4,0.1,0,6.25
Lukasz Poreba,23,0.78094195,0.395348837,0,0,1,0,0,1,3,7,260,0,1,1,0,0.3,83.2,0.3,0,6.22
GaE!'l Kakuta,31,0.016429354,0.23255814,1,0,1,0,1,0,0,2,20,0,0,0,0,0.5,80,0.5,0,6.18
RE!(c)my Labeau Lascary ,20,0.78094195,0.255813953,0,0,0,0,0,1,0,10,112,0,0,0,0,0.3,88.5,0.3,0,6.11
Christopher Wooh,21,0.030668127,0.651162791,0,0,0,0,1,1,0,1,3,0,0,0,0,0,100,0,0,6.02
Ignatius Ganago,24,0.017524644,0.372093023,1,0,1,1,0,0,0,4,58,0,0,0,0,0.3,90.9,0.5,0,5.98
Adam Buksa,26,0.023001095,0.651162791,1,0,0,0,0,0,0,8,94,0,0,0,0,0,65.2,0.1,0,5.98
Patrick Berg,25,0.78094195,0.348837209,0,0,1,0,1,1,0,3,22,0,0,0,0,0,85,0,0,5.97
Mohamed Salah,30,0.015334064,0.279069767,1,0,1,1,1,0,37,1,3297,19,12,2,0,3.3,78.1,0.2,3,7.16
Trent Alexander-Arnold,24,0.016429354,0.279069767,0,0,1,0,0,1,34,3,2932,2,9,5,0,1.1,78.7,0.5,2,7.11
Cody Gakpo,24,0.020810515,0.697674419,1,0,1,1,1,0,17,4,1465,7,2,0,0,1.9,78.4,1.2,0,7.06
Luis DE!az,26,0.008762322,0.348837209,0,0,1,1,0,0,11,6,997,4,2,2,0,1.6,82.7,0.5,2,6.97
Virgil van Dijk,31,0.038335159,0.744186047,0,0,0,0,1,1,32,6,2836,3,1,3,0,0.9,90.5,3.1,2,6.97
Alisson ,30,0.037239869,0.697674419,0,1,0,0,0,0,37,6,3330,0,1,1,0,0,83.4,0.3,2,6.92
Roberto Firmino,31,0.020810515,0.418604651,1,0,1,0,1,0,13,12,1213,11,4,0,0,1.6,79.9,0.6,2,6.85
